,lien,flag,strong_word,content
37,https://www.mg-tech.fr/fr/mg-tech-service,MG-Tech,support téléphonique :  intervention expertise location de matériel de remplacement  ensemble de pièces d’usure ensemble de pièces de rechange module conducteur de ligne module service maintenance :  module automatisme :,"            mg tech service           un des secrets de réussite du groupe mg-tech réside dans le fait que nous ne nous limitons pas à concevoir et réaliser des équipements fiables et robustes, mais nous nous engageons à obtenir des taux de fonctionnement élevés. c'est pourquoi nous sommes toujours proches de nos clients, grâce à une hotline gratuite ainsi qu’un audit machine (automatisme, mécanisme, ...)   le contrat d'entretien mg-tech est une solution optimale pour préserver la sécurité, la disponibilité et la valeur de vos machines. suite à l’expiration de votre garantie souscrite lors de votre commande, mg-tech est en mesure de vous proposer un contrat d’entretien.  nos techniciens habilités, qualifiés et régulièrement formés dans nos usines assurent les inspections et les maintenances préconisées dans le manuel d'entretien.   nos contrats d'entretien vous procurent les avantages suivants : une réduction sur les prix des pièces pour les interventions de préventif et sur les pièces de rechange à l’année support téléphonique : nous garantissons un service d'assistance directe avec des opérateurs spécialisés pour aider le client à analyser et corriger les problèmes mécaniques et automatisme en temps réel. intervention : notre équipe de techniciens est en mesure d'intervenir dans les 24 heures suivant la demande, en assurant des temps d'arrêt minimaux des installations de production et en donnant des informations générales sur les machines et les processus. expertise : une expertise réalisée par nos techniciens expérimentés vous permettra d’avoir un aperçu de l’état actuel de vos machines. vous recevrez de notre part un rapport chiffré détaillé avec une liste de priorités pour l’entretien préventif.    dans l’objectif d’amélioration de vos équipements, de la qualité de vos produits, nous vous proposons des audits et des solutions experts dans les domaines suivants :   location de matériel de remplacement : en cas d'immobilisation de votre machine, nous sommes à même de vous proposer des solutions de location afin de garantir la continuité de votre production*. * ce système de location est possible uniquement pour la gamme de formeuses de caisses, dans la limite des stocks disponibles et sous certaines conditions. votre besoin est de faire évoluer votre machine (pour une nouvelle implantation, de nouveaux formats, une modification de cadence, du panachage de produits…) ? alors notre service client est à votre écoute. pour ajouter des changements de format ou intégrer de nouvelles fonctionnalités (ajout bouton sur écran, modifier l’ihm, amélioration des cadences, …), nous vous proposons un audit qui déterminera le coût et le délai de vos modifications. nous mettons à disposition un service complet de pièces de rechange pour vos équipements. une liste de pièces catalogue est disponible au sein de votre espace extranet avec l’ensemble de vos documentations machine. cela simplifie et accélère l’ensemble du processus de gestion de pièces de rechange. vous bénéficiez d’une clarification technique rapide et professionnelle et d’un délai d’approvisionnement le plus court possible pour vos pièces de rechange. ensemble de pièces d’usure : le stockage de pièces d'usure importantes est décisif pour augmenter votre capacité de production. ensemble de pièces de rechange : nous vous proposons pour certains types de machine des kits de pièces de rechange adaptés individuellement pour l'entretien préventif. afin de pouvoir créer le paquet optimal pour vous, nous vous recommandons une évaluation préalable par nos techniciens. le savoir est la base du succès, c’est pourquoi mg-tech propose des modules de formation adapté à vos besoins individuels. les exigences croissantes en matière de performance, de qualité et de productivité augmentent également le besoin d’expertise. parce que seuls des opérateurs bien formés peuvent tirer le meilleur parti de vos équipements de fin de ligne. module conducteur de ligne : la formation d'opérateur de machine du groupe mg-tech augmente la compréhension et la compétence de vos employés dans l'exploitation de vos fins de ligne de conditionnement. nous nous déplaçons sur votre site pour former vos opérateurs dans les conditions réelles et optimales. cette formation a pour objectif d’amener vos opérateurs à gérer la conduite de la machine (gestion en ligne, changement de format…) module service maintenance : cette formation est dispensée à votre service maintenance une fois la machine livrée sur votre site. pour garantir l’efficience de votre machine, plusieurs personnes doivent être présentes lors de cette session. l’objectif est de former vos équipes à l’utilisation de la machine et à son bon entretien. module automatisme : cette formation est dispensée à des techniciens ayant des connaissances en motion et ayant reçu de la part des fabricants (schneider, rockwell,siemens …) la formation de base sur les logiciels. l’objectif est de former vos équipes au diagnostic poussé sur nos équipements, dans l’environnement logiciel mg-tech : comment est constitué l’application mg-tech ? savoir réaliser des scopes, diagnostiquer le matériel… "
38,https://www.mg-tech.fr/fr/le-groupe,MG-Tech,,"            le groupe           depuis sa création, la société mg-tech s’est rapidement imposée sur le marché de la fin de ligne de conditionnement. fondée sur la longue expérience de son pdg eric gautier et sur la compétence de collaborateurs passionnés par leur métier, mg-tech grandit au fil des recherches permanentes de la qualité et de la performance industrielle.  depuis quelques années, la société complète son expertise autour de la robotique mobile et plus précisément dans la conception et la fabrication d’agv-aiv. aujourd’hui, elle compte 160 collaborateurs répartis sur 3 sites de production.  elu à double reprise « pépite » auprès de la bpi et labellisé « vitrines industrie du futur », mg-tech souhaite aujourd’hui s’affirmer comme un acteur incontournable, avec des produits et services à plus forte valeur ajoutée, un meilleur équilibre géographique vers le continent américain, et une digitalisation à tous les niveaux. "
39,https://www.mg-tech.fr/fr/le-groupe/mg-tech-groupe/notre-identite-et-vision,MG-Tech,"notre mission chez mg-tech : vous apporter les solutions adaptées pour que vous soyez en capacité d’améliorer votre productivité industrielle. pour cela, notre démarche se décline en trois phases : agile engagée  passionnée pro-active ingénieuse 01-   des équipes à votre écoute et des réponses à adaptées à vos besoins 02-   la qualité de service 03-   un suivi personnalisé et transparent 04-   un planning respecté ","            notre identité et vision          mg-tech, un groupe indépendant à taille humaine, est spécialisé dans la conception et la production de solutions complètes de conditionnement : carton compact, carton ondulé, palettisation et manutention automatisée. notre savoir-faire en robotique et nos différents sites de production vous garantissent un accompagnement personnalisé tout au long de vos projets de conditionnement et l’optimisation de vos lignes de production. le groupe mg-tech c'est 165 collaborateurs répartis sur 3 sites de production en france, un gage de qualité et de confiance, l'assurance du « made in france » depuis plus de 15 ans. jour après jour, toutes les équipes mg-tech s’engagent à vous accompagner durablement avec des équipements fiables et évolutifs, qui vous offriront davantage de productivité, d’agilité et de confort.   notre mission chez mg-tech : vous apporter les solutions adaptées pour que vous soyez en capacité d’améliorer votre productivité industrielle. pour cela, notre démarche se décline en trois phases : le groupe mg-tech est une société : une solution avec un partenaire unique pour répondre à vos demandes avec une équipe de 160 personnes un service clients dédiée et unique pour répondre à vos demandes et vous accompagner pour l’évolution de vos machines une supervision sur l’ensemble de l’installation et la connexion avec notre espace client pour le suivi des échanges avec les équipes un planning garanti et 53 ans d’expérience sur des solutions de machines et de robotique. "
40,https://www.mg-tech.fr/fr/le-groupe/mg-tech-groupe/notre-histoire,MG-Tech,,"            notre histoire          depuis sa création, la société mg-tech s’est rapidement imposée sur le marché de la fin de ligne de conditionnement. fondée sur la longue expérience de son pdg eric gautier et sur la compétence de collaborateurs passionnés par leur métier, mg-tech grandit au fil des recherches permanentes de la qualité et de la performance industrielle.   "
41,https://www.mg-tech.fr/fr/le-groupe/mg-tech-groupe/notre-savoir-faire-et-expertise,MG-Tech,,"            notre savoir-faire et expertise          grâce à des collaborateurs expérimentés et passionnés par leur métier, la société mg-tech a su au fil des années enrichir ses connaissances et expertises dans différents domaines : le packaging, la robotique et la gestion de projet.    fort d’une longue expérience dans le domaine du carton, nos bureaux d'études sont à votre écoute et vous accompagnent dans le développement et l'évolution de vos packagings. nos experts emballage travaillent de concert avec vos équipes packaging, achats et vos cartonniers afin de développer et/ou modifier ensemble votre emballage en optimisant les coûts cartons et machines. nos équipes apportent leurs expertises, leurs expériences, leurs connaissances du binôme machine/carton avec un seul mot d'ordre : obtenir la meilleure solution globale au meilleur coût.   mg-tech a développé ses propres robots de type delta et poly articulés (2-3-4-5 axes numériques). notre savoir-faire en robotique permet des applications spécifiques, notamment la mise de produits sur chant ou la prise de produits avec une pince numérique. nos bureaux d'études mécanique et automatisme, ainsi que nos techniciens, réalisent les programmations et les installations au sein de vos ateliers. nous intégrons également des robots du commerce de type fanuc, kuka, abb, adept ou encore staubli. nos équipes sont formées et autonomes avec ces équipements.   mg-tech s’investit auprès de ses clients pour respecter leurs objectifs de délai, de coût et de qualité. une équipe est dédiée tout au long du projet client. la société mg tech a la capacité pour mobiliser sans délai les moyens humains et techniques nécessaires à la bonne réalisation de vos prestations. "
42,https://www.mg-tech.fr/fr/le-groupe/mg-tech-groupe/nos-implantations,MG-Tech,"mg-tech la chapelle (85) convoyage & transitique mg-tech angers (49) machines d'emballage adaptées comme des encaisseuses wrap, de la palettisation ou encore de la robotique id pack (35) formeuses d'encaisseuses  palettiseurs  mg-tech handling  ","            nos implantations          au fil des années, le groupe mg-tech s'est imposé sur le territoire national grâce à son savoir-faire, sa créativité, ses compétences techniques et le dynamisme de ses équipes. mg-tech est reconnu pour son excellent suivi de la relation clientèle lors des différentes phases du projet et de la réalisation, tous les moyens sont mis en œuvre pour respecter les engagements pris. le développement à l’international se poursuit, notamment en europe et en amérique du nord, avec l’ouverture de nouvelles entités prochainement. à ce jour, le groupe mg-tech se compose de trois sites de production avec des activités distinctes et complémentaires et d’un atelier de chaudronnerie intégré au groupe. le groupe mg-tech, c'est trois sites de production avec des activités distinctes et complémentaires et un atelier de chaudronnerie :  mg-tech la chapelle (85) pour les solutions de convoyage & transitique, mg-tech angers (49) spécialiste des machines d'emballage adaptées comme des encaisseuses wrap, de la palettisation ou encore de la robotique, id pack (35), propose une gamme de formeuses, d'encaisseuses pick and place et de palettiseurs « standards », ce site accueille aussi l'entité juridique mg-tech handling qui regroupe les solutions de manutention intelligentes (agv-aiv et tracteurs-pousseurs). "
43,https://www.mg-tech.fr/fr/equipements/mg-tech-pack/formeuse-fermeuse/formeuse-de-caisses-evobox,MG-Tech,changements de formats tout automatique ou assisté et contrôlé 3 tailles de machines disponibles : pupitre de commande avec écran tactile 12’’: ihm avec 3 niveaux d’accès x-box transitique de caisses stackbox,"  formeuse de caisses evobox  cette nouvelle formeuse de caisse evobox, à la fois ergonomique, évolutive et connectée, offre une cadence élevée et des produits parfaitement exécutés pour un coût de maintenance réduit.  connectée et orientée 4.0., cette formeuse de caisses evobox permet l'analyse de l'état d'usure des pièces et la visualisation de la zone concernée. son écran tactile 12"" propose des tutoriels vidéo pour l'assistance aux changements des formats de caisses.   attentif aux tms, la formeuse de caisses evobox est conçue en prenant en compte les postures de travail : le magasin de cartons grande capacité est situé à une hauteur de 900mm, le chargement des pastilles de colle s'effectue à une hauteur de 750 mm, des hauteurs idéales pour la santé et la sécurité de vos collaborateurs.   changements de formats tout automatique ou assisté et contrôlé   3 tailles de machines disponibles :   pupitre de commande avec écran tactile 12’’:   ihm avec 3 niveaux d’accès     "
47,https://www.mg-tech.fr/fr/newsroom?tag=33,MG-Tech,,"            newsroom          bienvenue dans la newsroom mg-tech. retrouvez ici nos dernières actualités, communiqués de presse, événements… pour rester informé sur les actions du groupe, n’hésitez pas à nous suivre sur les réseaux sociaux : linkedin et twitter. "
52,https://www.mg-tech.fr/fr/newsroom/mg-tech-et-shark-robotics-se-sont-mobilises-ensemble-contre-la-covid-19,MG-Tech,"lancement d’un robot mobile de désinfection l’innovation made in france au service de la santé le groupe mg tech, spécialiste de machines intelligentes pour le conditionnement en fin de ligne ","          mg-tech et shark robotics se sont mobilisés ensemble contre la covid-19        mg tech handling, filiale du groupe mg tech et spécialisé dans la robotique mobile avec la conception d’agv et tracteurs pousseurs, et shark robotics, spécialiste de la robotique terrestre, se sont associés pour un partenariat 100% made in france dans le cadre du lancement d’un robot mobile de désinfection visant à lutter contre l’épidémie de covid-19. alors qu’il a été prouvé que le covid-19 pouvait survivre sur les surfaces plusieurs jours, mg tech handling et shark robotics ont alliés leurs compétences pour proposer aux industriels un robot mobile de décontamination dédié aux espaces indoors. la maîtrise totale de la chaîne de valeur couplée à un partenaire local offre une très grande agilité et réactivité quant aux demandes. radiocommandé, ce robot est capable de décontaminer 20 000 m2 de surface en 3 heures, grâce à ses 4 buses micro-pulvérisant des solutions désinfectantes. son objectif : décontaminer les surfaces pour assurer la sécurité du personnel et éviter toute possibilité de re-contamination. conçu sur roues et discret, le robot mobile de décontamination s’avère un outil particulièrement adapté aux espaces indoors dans les entreprises de l’agro-alimentaire ou encore les sites de production pharmaceutiques et industriels.  « nous souhaitions une solution technique efficace, rapide et sans danger pour l’humain. c’est pourquoi nous nous sommes orientés vers un guidage radiocommandé car cette solution ne nécessite aucune intervention humaine de préparation avant la phase de décontamination : une solution facile dans des environnements fréquentés, encombrés et des zones hétérogènes. contrairement aux agv qui nécessitent de cartographier l’espace à traiter, ce robot est directement opérationnel et prêt à l’emploi. il est simple d’utilisation. aucune formation particulière n’est requise. il désinfecte aussi bien les espaces de bureaux que les ateliers. il est vraiment polyvalent et adaptable » souligne eric gautier, pdg du groupe mg tech. disponible en version agv, le groupe mg tech étudie d’ores et déjà diverses adaptations possibles pour les besoins futurs des différents secteurs d’activités.  convaincu que les machines intelligentes dans le milieu industriel apportent plus de sécurité, de confort et de flexibilité dans les ateliers, le groupe mg tech dispose d’une véritable expertise dans la conception et la fabrication de fins de lignes complètes d’emballage et crée des partenariats avec des acteurs régionaux pour contribuer à la démocratisation de l’usine connectée 4.0. le groupe mg tech a fait de l’interconnectivité, un pilier de sa stratégie avec le lancement d’une maintenance connectée « need&use » en s’interfaçant avec différents types de machines. cette solution fédère une vraie communauté intégrant les utilisateurs, le fabricant, le service et l'équipement lui-même pour en optimiser l’usage et simplifier le pilotage. l’annonce de cette collaboration stratégique avec shark robotics vient donc renforcer la position du groupe mg tech en tant qu’acteur incontournable de la robotique mobile. elle illustre parfaitement l’alliance de deux marques françaises de renom qui contribuent chacune de leur côté, depuis quelques années, à porter l’image de compétence des entreprises françaises dans le domaine de la robotique mobile d’intervention.  « le groupe mg tech innove depuis maintenant 18 ans. nous sommes fiers que shark robotics, le créateur du fameux robot pompier colossus, reconnaisse cette culture d’innovation et qu’ensemble nous puissions accompagner les industriels à optimiser et à sécuriser leur production » a déclaré eric gautier, pdg du groupe mg tech.  "
53,https://www.mg-tech.fr/fr/newsroom/mg-tech-fourni-3-lignes-demballages-de-masques-chirurgicaux,MG-Tech,un savoir-faire retrouvé une mobilisation sans faille  3 machines d’emballage pour une cadence de 150 coups par minutes par ligne. ,"          mg-tech a fourni 3 lignes d'emballages de masques chirurgicaux        le groupe mg-tech a fourni 3 machines d’emballage pour mettre en étui la production de masques de protection pour le groupement les mousquetaires et répondre ainsi à l’urgence de la crise sanitaire. 130 000 millions de masques sont prévus sur leur site de production « les celluloses de brocéliande » à ploërmel. ligne d'emballage pour les masques chirurgicaux, groupe mg tech ©
  « nous avions été consulté en 2005 pour concevoir des lignes d’emballage puis une ligne de fabrication de masques post-formés ffp2 pour la société de bacou-dalloz / sperian / honeywell, à plaintel dans les côtes d’armor » se souvient eric gautier, p-dg du groupe mg-tech. après de multiples rachats, la production de cette société a fermé le site de plaintel.  masques ffp2 produits et emballés sur les lignes du groupe mg-tech en 2009.  mars 2020, la société « les celluloses de brocéliande », qui produit des couches bébés et des produits d’hygiène féminine pour le groupe intermarché, se diversifie pour répondre à la forte demande de production de masques de protection contre le virus covid-19. le groupe mg-tech, reconnu pour la qualité et la fiabilité de ses lignes d’emballage, se positionne donc   comme un partenaire incontournable pour la réalisation de leurs lignes d’emballage.    l’urgence de la situation ne laisse qu’un délai très court entre la date de commande et celle de mise en service pour la fourniture de 3 machines.  le groupe mg tech mobilise alors une équipe dédiée et spécialisée en étude, en montage et en mise au point. les compétences requises pour ce projet nécessitent un fort potentiel technique. un partenariat a également vu le jour avec les fournisseurs locaux pour réduire les temps d’approvisionnement.  après 12 semaines de développement le groupe mg-tech est fier de présenter ses 3 machines permettant : toutes les fonctions ci-dessus sont assurées par deux robots d’où une cadence de 150 coups par minute. les machines pourront répondre au marché actuel et seront évolutives pour les futures demandes...ce type de machine peut emballer des masques ffp2 ou chirurgicaux selon les spécificités produits de nos clients. toutes les machines du groupe mg-tech sont dotées d’un ihm (interface home machine) intuitif et ergonomique qui centralise les données pour améliorer le pilotage des différents modules.   "
54,https://www.mg-tech.fr/fr/newsroom/optimoverr-la-marque-des-tracteurs-pousseurs-nouvelles-generations,MG-Tech,100% électriques productivité présentation du groupe mg-tech contact presse :,"          optimover® - la marque des tracteurs-pousseurs nouvelles générations        commercialisés sous mg tech handling, marque du groupe mg tech, les tracteurs-pousseurs sont une véritable aide à la manutention. 100% électriques, les tracteurs-pousseurs optimover© améliorent la productivité et les conditions de travail.  « l’avantage de nos tracteurs-pousseurs optimover© est qu’ils ne nécessitent aucun permis caces. nous formons les opérateurs à la demande si besoin » souligne eric gautier, pdg du groupe mg tech.   la gamme optimover© a été conçue pour répondre à différents types d’applications industrielles : agroalimentaire, vlogistique, hospitalier, automobile… « les environnements de nos clients sont variés et leurs contraintes le sont également. c’est pourquoi, nous disposons d’un éventail d’options permettant de s’adapter au plus juste à leurs besoins, comme différents types d’attelage, box coupling, pin, roues à bandage non tachant… nos tracteurs-pousseurs peuvent également être dotés d’un châssis en acier inoxydable pour les environnements sensibles notamment dans l’industrie agro-alimentaire ou les hôpitaux) rajoute eric gautier.    les tracteurs pousseurs optimover© sont développés pour évoluer au plus près des opérateurs. pour manipuler sans effort vos charges roulantes, mg tech handling a conçu 3 tracteurs-pousseurs permettant de tracter et/ou pousser une charge de 50 kg jusqu’à 15 tonnes sans difficulté. les tracteurs-pousseurs optimover© disponibles en vente, en location ou en paiement à l’usage (service need&use).   spécialiste de la robotique industrielle pour les solutions de fin de ligne de conditionnement pour les activités notamment agroalimentaires, pharma-cosmétiques et industrielles… le groupe a opéré une diversification dans la robotique mobile avec la fabrication d’aiv-agv et de tracteurs-pousseurs.  labellisé « vitrines industrie du futur », le groupe mg tech a fait de l’interconnectivité, un pilier de sa stratégie. jour après jour, le groupe mg tech s’engage à accompagner ses clients industriels durablement avec des équipements fiables et évolutifs qui offrent davantage de productivité, d’agilité et de confort.   mathilde derouet  tél. 07 84 52 09 94  mathilde.derouet@mg-tech.fr   "
55,https://www.mg-tech.fr/fr/newsroom/mg-tech-annonce-larrivee-de-charles-girault-au-poste-de-business-developer,MG-Tech,,"          mg-tech annonce l'arrivée de charles girault au poste de business developer        charles girault prend les fonctions de business developer au sein du groupe mg-tech et vient renforcer l’équipe
commerciale déjà en place. la nomination de charles intervient à un moment clé de l’histoire de mg-tech. le groupe qui fête ses 16 ans cette année, a pour objectif de devenir un acteur majeur dans les solutions de fins de ligne de conditionnement et souhaite se diversifier via l’export ainsi que via la diversification marché. avec une croissance financière et humaine saine, le groupe mg-tech affiche de bons résultats malgré la crise sanitaire. en 2018, le groupe mg-tech recevait le label « industrie vitrines du futur » qui mettait à l’honneur le service need and use : une plateforme connectée permettant de remonter les datas avec analyse et plan d’actions associés ; le tout disponible avec un paiement à l’usage. « mg-tech est une entreprise au potentiel exceptionnel. son positionnement est plus que jamais en phase avec les enjeux du marché. notre ambition est de faire du groupe une entreprise de premier plan, et d’accélérer la transition initiée vers l’industrie 4.0 », commente charles girault. à 44 ans, charles girault prend donc la direction des activités commerciales export et diversification. il participera à l’élaboration et à la réalisation de la stratégie commerciale à l’international incluant la gestion des comptes clés et des partenaires. « au regard de ses convictions et de sa connaissance marché, charles, en tant que business developer, vient compléter l’organisation commerciale en place ! nul doute qu’avec laurent morazin, directeur des ventes, ils viendront conforter nos objectifs de croissance en emmenant le groupe vers plus de réussites, de valeur ajoutée et de qualité de service », conclut eric gautier, pdg.   spécialiste de la robotique industrielle pour les solutions de fin de ligne de conditionnement pour les activités notamment agroalimentaires, pharma-cosmétiques et industrielles… le groupe a opéré une diversification dans la robotique mobile avec la fabrication d’aiv-agv et de tracteurs-pousseurs. labellisé « vitrines industrie du futur », le groupe mg tech a fait de l’interconnectivité, un pilier de sa stratégie. jour après jour, le groupe mg tech s’engage à accompagner ses clients industriels durablement avec des équipements fiables et évolutifs qui offrent davantage de productivité, d’agilité et de confort.   mathilde derouet
tél. 07 84 52 09 94
mathilde.derouet@mg-tech.fr "
56,https://www.mg-tech.fr/fr/newsroom/rse,MG-Tech,,"          rse        « notre croissance ne peut se faire que si elle est économiquement efficace, socialement équitable et écologiquement responsable ». eric gautier, pdg du groupe mg tech. ni label, ni certification, mais des actions concrètes! avant tout, commençons par le commencement et définissons rapidement la rse.. pour ma part, je dirais que la rse, c’est un socle de valeurs qui va engager l’entreprise dans ses choix en matière de respect de l’environnement, du respect de l’homme et des conditions de travail, mais aussi en matière de choix des sous-traitants, des fournisseurs et partenaires, du respect des normes françaises, européennes… de toute évidence, la rse doit être impulsée par la direction mais il s’agit bien de l’affaire de tous. pour information, le groupe mg tech fait partie des 64% des entreprises françaises de plus de 50 salariés qui connaissent la rse et affirment la « pratiquer » dans leur organisation.     
depuis plusieurs années maintenant, la démarche rse est au cœur du groupe mg tech. tout d’abord, de part sa dimension produit. donna, acheteuse industrielle du groupe, nous indique que « 80% de nos achats sont locaux et que la grande majorité de nos fournisseurs se situent dans un rayon de 50 km autour de chaque site de production ». au-delà d’une meilleure réactivité, c’est l’empreinte carbone du produit qui s’en trouve améliorée. autre exemple, le site de val d’izé compte quelques anciennes machines qui ont été récupérées au lieu d’être jetées. l’idée? les remettre en état pour certaines et récupérer les pièces détachées pour les autres. la mise en place d’une économie circulaire est une évidence et une affaire de bon sens.   
le site de champtocé sur loire ainsi que l’extension réalisée à la chapelle achard, répondent aux normes de bâtiment faible coût carbone grâce à la mise en place d’extinction automatique des lumières par un détecteur de mouvement. les sites moins récents, ont tous été rénovés pour améliorer le confort thermique et limiter les déperditions. le tri des déchets a également pris place dans les différents espaces de restauration du groupe.   
le groupe mg tech améliore sans cesse la politique santé et sécurité sur chacun de ses sites. les epi sont obligatoires dans les zones à risque (chaussures de sécurité, bouchons d’oreille..). la participation des collaborateurs aux évènements sportifs permet également de contribuer à différentes associations. le recours à un esat (etablissement et service d’aide par le travail) pour le nettoyage des vitres accélère la réinsertion professionnelle des personnes. cette liste d’action est loin d’être exhaustive. il ne tient qu’à nous de la faire perdurer et grandir. "
57,https://www.mg-tech.fr/fr/newsroom/encaissage-manuel-et-convoyage-de-caisses-vers-un-palettiseur,MG-Tech,,encaissage manuel et convoyage de caisses vers un palettiseur              >> retrouvez nos solutions de convoyage ici
63,https://www.mg-tech.fr/fr/contact#section-120,MG-Tech,,contact  vous avez besoin d’une information sur une de nos solutions ? vous cherchez à contacter un de nos commerciaux pour discuter d’un projet ? vous avez un souci avec votre machine et cherchez à joindre le service après-vente ?  cliquez sur l’onglet ci-dessous pour trouver votre contact le plus proche ou remplissez le formulaire et nous vous recontacterons dans les plus brefs délais.    
66,https://www.mg-tech.fr/fr/talents/nos-metiers,MG-Tech,"service commercial pierre-alexandre service avant-projets steve bureau d’études automatisme et mécanique pascal unité de production fabien service client françois, service industrialisation simon services supports ","            nos métiers          travailler chez mg-tech c’est faire partie d’une entreprise à taille humaine où l’esprit d’équipe, la transparence et le service client sont chaque jour au cœur des activités de nos collaborateurs. découvrez les métiers de nos collaborateurs qui, chaque jour, oeuvrent ensemble dans le but de faire grandir la société mg-tech. service commercial répondre aux besoins des clients en leur proposant des solutions de fin de ligne de conditionnement adaptées à leur besoin, telle est la mission principale de l’équipe commerciale. elle est le contact privilégié du client et est en charge de comprendre au mieux sa problématique. elle est également l’interface entre les différents services en charge de la réalisation du projet (avant-projet, bureau d’études, production). « notre quotidien est basé sur l’écoute, la compréhension et la relation client – fournisseur collaborative. l’ensemble de nos réussites sont nées d’un partage de compétences entre services (avant-projet, bureau d’études, production, service-client, etc.) et une volonté commune de proposer « la » solution qui permettra à nos clients de performer avec leurs outils de production. »pierre-alexandre, expert technico-commercial service avant-projets chez mg-tech, le service avant-projets a pour mission de concevoir un plan 2d de la solution proposée au client (plan, volumes, aspect extérieur…) en fonction du cahier des charges des clients. cette phase est primordiale pour permettre des échanges constructifs entre les équipes commerciales et les clients. le travail d’équipe y a donc tout son sens dans ce service. « pour moi, ce qui est essentiel, c’est le travail d’équipe, demander de l’aide aux collègues, s’enrichir de leurs connaissances et leurs expériences… un véritable atout lorsque l’on travaille chez mg-tech »steve, responsable service avant-projets. bureau d’études automatisme et mécanique un fois que le client a validé le projet avec le service commercial et avant-projets, le bureau d’étude mécanique a pour mission de calculer, dimensionner, choisir et formaliser la solution mécanique adaptée pour répondre aux besoins clients. en parallèle, le bureau d’études automatisme va définir et concevoir les programmes d’automatisation des machines pour qu’elle puisse fonctionner (ihm, bras robotisés, …). « notre objectif au bureau d’études automatisme est de proposer des programmes qui permettent au client de réduire au maximum leurs temps d’arrêt de production, de faciliter les opérations de maintenance (ajout de led de couleur pour identifier la zone en panne, installation de caméra infrarouge pour surveiller la production…) et donc de gagner en productivité »pascal, responsable bea unité de production nos monteurs/metteurs au point sont garants de la fabrication de la machine, des essais réalisés en interne mais également de l’installation et la mise en route de l’équipement chez le client. un parcours complet qui permet à nos collaborateurs de voir le fruit de leur travail en situation dans l’univers du client. « ce que j’apprécie particulièrement chez mg-tech c’est le fait de partir de presque rien (plans), de monter petit à petit la machine, la régler pour qu’elle puisse répondre au besoin initial et l’installer chez le client. le plus important c’est d’avoir envie d’apprendre, aimer les métiers manuels et savoir être autonome et force de proposition pour trouver les solutions adaptées lorsque l’on rencontre un problème de montage, notamment chez les clients »fabien, mécanicien et monteur/metteur au point service client parce-que la relation avec notre client ne s’arrête pas à l’achat de nos machines, nous avons à cœur de pouvoir être toujours présent auprès de nos clients pour répondre à leurs demandes, les assister en cas de panne ou difficulté, et également leur proposer des solutions de maintenance prédictive pour réduire les temps de maintenance, analyser rapidement les failles… le service clients gère également l’évolution et la transformation de machines existantes - retrofit (changement de production, évolution technologique…) « lorsque nous gérons du retrofit de machines, nous devons faire face à plusieurs challenges : temps d’arrêt de production limité chez les clients, analyse des machines, adaptation aux contraintes. des enjeux qui nous demandent une bonne expérience technique terrain pour nous permettre de faire les bons choix pour nos clients. ce qui est également très appréciable chez mg-tech c’est que nous n’hésitons pas également à faire appel aux différents services pour partager et confronter nos idées »françois, technicien sav service industrialisation la mission du service industrialisation est de trouver les dénominateurs communs aux différents éléments qui constituent nos équipements de fins de ligne de conditionnement dans le but de créer des équipements plus standards. cela permet de gagner en productivité, de répondre plus rapidement à nos clients et de proposer des machines à moindre coût. « chez mg-tech, les collaborateurs ont la chance de pouvoir travailler sur des projets très diversifiés avec beaucoup d’autonomie et de confiance accordées par les collègues et les managers. c’est vraiment très appréciable de pouvoir avancer sereinement dans la réalisation des missions, que ce soit au sein du département industrialisation ou au sein de l’entreprise en général lors de projets transverses. »simon, chef de projet industrialisation services supports les services supports (informatique, ressources humaines, achats, comptabilité/finances, communication/marketing, administration des ventes…) ont à cœur d’accompagner et de soutenir au mieux l’ensemble des activités des sociétés du groupe mg-tech. avec la croissance de la société, les opportunités sont très multiples et très enrichissantes. "
